id,query,tool_call
Q-01929,Cóndor's oxygen concentration has dropped to 11.6% over the past 30 minutes—what emergency steps should we initiate for this situation?,"send_alert(module='condor',severity='critical',reason='oxygen_leak')"
Q-01930,Activate the filtration system in Vicuña to begin processing the new cargo shipment.,"control_system(module='vicuna',system='filtration',action='activate')"
Q-01934,Cóndor's CO2 sensors are reading 1.8% and climbing—Commander Reyes reports headaches in the crew. What emergency procedure should we initiate?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-01935,Pull the last 12 hours of pressure data from Jaguar for review.,"get_telemetry(module='jaguar',metric='pressure',timeframe_hours=12)"
Q-01936,Cóndor airlock equalization rate is at 1.0 kPa per minute and rising—Commander Reyes has confirmed the anomaly. What’s the emergency procedure here?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-01937,Can you pull up the training module on emergency oxygen mask deployment for review before the crew drill later today?,no_action
Q-01938,"We’ve got a rapid temperature rise in Quetzal, currently reading 4.6 degrees per minute. What emergency procedure should we initiate for this scenario?","activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-01939,I need to log an alert — oxygen sensors in Jaguar are reading 15.0% and declining. What emergency procedure should we initiate for this?,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')"
Q-01940,Radiation sensors in Vicuña are reading 1.4 mSv/hr and climbing; should we log an alert for this increase?,"send_alert(module='vicuna',severity='medium',reason='radiation_spike')"
Q-01941,Can you confirm the primary research objectives for the current scientific program onboard Quetzal?,no_action
Q-01942,We’re seeing a voltage fluctuation on the Colibrí power bus—current reading is 131.2 V. What emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Q-01943,Tucán hull stress sensors are reading 90.2%—what emergency procedure covers this kind of structural anomaly?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-01946,We’ve got a rapid pressure drop in Jaguar—sensors just hit 73.4 kPa and still falling. Commander Reyes is reporting possible hull breach. What emergency steps do we take?,"send_alert(module='jaguar',severity='critical',reason='pressure_drop')"
Q-01947,Jaguar temperature sensors are showing a rapid rise at 2.9 degrees per minute and still climbing—what emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-01948,Medical Officer Lucía Mendoza just reported crew vitals in Tucán showing distress—what emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-005',scope='module_only')"
Q-01949,Jaguar temperature sensors are showing a rapid rise at 4.2 degrees per minute and still climbing—what emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-01950,Oxygen concentration in Colibrí just dropped to 12.3%—what emergency response should we initiate here? Commander Reyes reports the crew is feeling lightheaded.,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-01951,Hull stress readings in Quetzal have hit 90.5% — Kai Nakamura reports possible micrometeorite impact. Do we flag this for command?,"send_alert(module='quetzal',severity='high',reason='structural_damage')"
Q-01952,Can we get a fuel resupply request logged for routine restocking before the next cargo window?,"request_supply(category='fuel',urgency='routine')"
Q-01953,I need to log an alert — Colibrí's temperature is rising at 4.1 degrees per minute. What emergency procedure should we follow for this?,"send_alert(module='colibri',severity='critical',reason='abnormal_temperature')"
Q-01954,Give me the temperature readings from Cóndor for the past hour.,"get_telemetry(module='condor',metric='temperature',timeframe_hours=1)"
Q-01955,Radiation sensors in Tucán are reading 3.6 mSv/hr and climbing; Medical Officer Mendoza noted the spike. What emergency steps should we take for this situation?,"send_alert(module='tucan',severity='high',reason='radiation_spike')"
Q-01956,Give me the radiation levels in Vicuña for the last hour.,"get_telemetry(module='vicuna',metric='radiation',timeframe_hours=1)"
Q-01957,Decrease lighting levels in Jaguar module to support current maintenance operations.,"control_system(module='jaguar',system='lighting',action='decrease')"
Q-01958,Cóndor's temperature is rising at 4.9 degrees per minute—what emergency procedure should we initiate? Commander Reyes just reported unusual heat near the command console.,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-01960,"Where is Nakamura right now? He was supposed to be running experiments in Quetzal, but I need to confirm his current location.","get_crew_status(module='quetzal',info='location')"
Q-01961,Tucán CO2 sensors hit 2.7% and rising—crew reporting headaches since 0400. What emergency procedure covers this?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-01962,"We’ve got a rapid pressure drop in Colibrí, currently reading 80.9 kPa—what emergency procedure should we initiate for this scenario?","activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-01963,Cóndor pressure sensors are showing 87.6 kPa and declining — should we log an alert for this anomaly?,"send_alert(module='condor',severity='high',reason='pressure_drop')"
Q-01964,Check current fuel reserves and submit a routine resupply request for Kuntur Station.,"request_supply(category='fuel',urgency='routine')"
Q-01965,We’re seeing a voltage fluctuation on Quetzal’s power bus—current reading is 139.5 V. This has been trending upward since Commander Reyes reported it during the last systems check. Should we escalate this?,"send_alert(module='quetzal',severity='medium',reason='power_fluctuation')"
Q-01966,Tucán CO2 sensors hit 2.9% and rising—crew reporting headaches since 0400. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-01967,Jaguar hull stress sensors just spiked to 85.9% — Kai Nakamura reports possible micrometeorite impact. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-01968,Can we expedite a medical supply request for Kuntur Station? Lucía Mendoza just reported we're running low on critical items in Vicuña.,"request_supply(category='medical',urgency='expedited')"
Q-01969,I need to log an alert — Vicuña temperature rate sensors are reading 4.3 degrees per minute and climbing.,"send_alert(module='vicuna',severity='critical',reason='abnormal_temperature')"
Q-01970,"We’re seeing a rapid temperature rise in Quetzal, currently at 3.8 degrees per minute. What emergency procedure should we initiate for this scenario?","activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-01972,Check Colibrí's structural integrity status—Valdivia reported unusual vibrations during the last comms pass.,"get_module_status(module='colibri',system='structural')"
Q-01973,Radiation sensors in Jaguar are showing 1.9 mSv/hr and rising—Commander Reyes wants this logged as an alert immediately. Solar activity may be increasing.,"send_alert(module='jaguar',severity='medium',reason='radiation_spike')"
Q-01978,What’s the standard procedure for handling unexpected communications blackouts from Colibrí during a crew rotation?,no_action
Q-01979,"I need to log an alert — Vicuña CO2 sensors just hit 3.0% and climbing, crew reporting headaches. What emergency steps do we take?","send_alert(module='vicuna',severity='high',reason='oxygen_leak')"
Q-01980,We've lost all contact with Colibrí for 77 minutes—should we flag this as a station-wide blackout and escalate to command?,"send_alert(module='colibri',severity='high',reason='communication_loss')"
Q-01981,We've lost all contact with Colibrí for 66 minutes—what emergency measures should we initiate?,"activate_protocol(protocol_id='MASA-SEC-007',scope='station_wide')"
Q-01982,Kozlov just reported a critical failure in the life support backup system—we need spare parts up there fast. What's the quickest way to get them on the next supply run?,"request_supply(category='spare_parts',urgency='expedited')"
Q-01985,Cóndor radiation sensors just spiked to 9.7 mSv/hr — Commander Reyes reports it’s still climbing. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-01986,Kozlov reported unusual activity in Jaguar—what's the current status of the crew there and what are they working on?,"get_crew_status(module='jaguar',info='current_activity')"
Q-01987,Cóndor CO2 concentration has hit 2.4% and is climbing—Reyes reports crew headaches. Should we escalate this?,"send_alert(module='condor',severity='high',reason='oxygen_leak')"
Q-01988,Notify Specialist Nakamura immediately—Quetzal's latest experiment data needs urgent review before the next comms window closes.,"send_message(recipient='specialist_1',priority='urgent')"
Q-01989,We need emergency resupply for scientific equipment—Quetzal just reported critical shortages and it's holding up experiments.,"request_supply(category='scientific',urgency='emergency')"
Q-01990,Schedule a routine hull inspection for the Tucán module during the next maintenance window.,"schedule_maintenance(module='tucan',task='hull_inspection',priority='routine')"
Q-01991,Tucán temperature sensors showing a rapid rise of 3.5 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-01993,Where is Pilot Ana Valdivia currently located within Colibrí? Need her exact position for comms routing.,"get_crew_status(module='colibri',info='location')"
Q-01994,Activate ventilation in Vicuña module immediately—storage temps are climbing.,"control_system(module='vicuna',system='ventilation',action='activate')"
Q-01995,Where is the medical officer currently located in Tucán? I need to coordinate with Mendoza for a crew check.,"get_crew_status(module='tucan',info='location')"
Q-01996,Can we schedule a routine repair for the sensor array in Colibrí? Valdivia noted degraded signal quality during the last comms check.,"schedule_maintenance(module='colibri',task='sensor_repair',priority='routine')"
Q-01997,Check the current communications system status in the Jaguar module.,"get_module_status(module='jaguar',system='communications')"
Q-01999,Kai just reported a rapid temperature rise in Colibrí—sensors are showing 4.4 degrees per minute. What emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-02000,"What is the current schedule for the crew working in Quetzal, and are there any upcoming experiments or maintenance tasks planned?","get_crew_status(module='quetzal',info='schedule')"
Q-02001,Give me a quick rundown of the Kuntur Station's current mission and module layout before the next crew check-in.,no_action
Q-02002,Kozlov just reported an unexpected surge in the coolant system — flag this and get it to engineering immediately.,"send_message(recipient='engineer',priority='high')"
Q-02003,Cóndor's power grid is at 98.4% capacity—what emergency procedure covers this kind of system stress? Commander Reyes is monitoring the situation closely.,"activate_protocol(protocol_id='MASA-SEC-006',scope='station_wide')"
Q-02004,Tucán temperature sensors showing a rise of 2.4 degrees per minute and climbing—what emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-02006,I need to log an alert — pressure sensors in Jaguar just hit 82.8 kPa and it’s still dropping. What emergency steps do we take?,"send_alert(module='jaguar',severity='critical',reason='pressure_drop')"
Q-02007,Notify Commander Reyes that the routine maintenance schedule for the Colibrí module has been updated and is ready for his review.,"send_message(recipient='commander',priority='low')"
Q-02008,"We’ve got a rapid pressure drop in Colibrí, currently reading 73.1 kPa—what emergency procedure should we initiate for this?","send_alert(module='colibri',severity='critical',reason='pressure_drop')"
Q-02009,Cóndor's oxygen concentration has dropped to 11.6% over the past 30 minutes—what emergency procedure should we initiate for this situation? Commander Reyes reports the crew is feeling lightheaded.,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-02011,Check the current thermal status in Vicuña—need to confirm storage environment is stable before the next cargo transfer.,"get_module_status(module='vicuna',system='thermal')"
Q-02012,Radiation sensors in Colibrí just spiked to 11.0 mSv/hr and rising—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-02013,Water recycling in Vicuña has dropped to 28.6% and has been degrading for hours. What emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Q-02015,Tucán hull stress sensors are reading 87.1%—Kai Nakamura reports possible micrometeorite impact. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02016,Give me the pressure readings from Vicuña for the last six hours.,"get_telemetry(module='vicuna',metric='pressure',timeframe_hours=6)"
Q-02017,We’ve got a pressure anomaly in Vicuña—readings just hit 86.1 kPa and still dropping. What emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-02019,We need to expedite a fuel resupply for Kuntur Station—can we get that request processed before the next shift change?,"request_supply(category='fuel',urgency='expedited')"
Q-02020,Cóndor radiation sensors are showing 10.0 mSv/hr and still rising—Commander Reyes just reported it. What emergency steps should we take for this situation?,"send_alert(module='condor',severity='critical',reason='radiation_spike')"
Q-02021,We’ve got a pressure differential at Vicuña’s docking port reading 7.3 kPa during active docking—what emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-013',scope='module_only')"
Q-02022,Tucán hull stress sensors are reading 87.0%—should we log an alert on this?,"send_alert(module='tucan',severity='high',reason='structural_damage')"
Q-02023,Can we check the current food inventory levels and submit a routine resupply request for the station?,"request_supply(category='food',urgency='routine')"
Q-02024,Cóndor's oxygen concentration has dropped to 12.8%—what emergency procedure should we initiate? Commander Reyes just reported crew members are feeling lightheaded.,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-02025,Tucán radiation sensors are showing 1.2 mSv/hr and rising—what emergency response should we initiate?,"send_alert(module='tucan',severity='medium',reason='radiation_spike')"
Q-02026,Give me the oxygen telemetry from Vicuña for the past hour.,"get_telemetry(module='vicuna',metric='oxygen',timeframe_hours=1)"
Q-02027,Medical Officer Mendoza just reported power cell degradation in Tucán — schedule an urgent swap before the next crew sleep cycle.,"schedule_maintenance(module='tucan',task='power_cell_swap',priority='urgent')"
Q-02028,Jaguar power grid showing 97.5% capacity—Commander Reyes reports systems straining. What emergency procedure should we initiate immediately?,"activate_protocol(protocol_id='MASA-SEC-006',scope='station_wide')"
Q-02029,Radiation sensors in Vicuña are spiking at 11.7 mSv/hr—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-02030,Reduce ventilation in Quetzal to bring temperature back within nominal range.,"control_system(module='quetzal',system='ventilation',action='decrease')"
Q-02031,Oxygen readings in Colibrí have dropped to 15.6% and are still falling — should we escalate this to the emergency response team?,"send_alert(module='colibri',severity='high',reason='oxygen_leak')"
Q-02032,Cóndor power bus voltage just hit 96.1 V and is still unstable—what emergency response should we initiate? Commander Reyes is monitoring the readings closely.,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Q-02033,Jaguar's CO2 scrubber efficiency just dropped to 37.4% and is still falling—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-014',scope='station_wide')"
Q-02034,"We've lost all ground contact through Colibrí, and it's been 64 minutes of complete blackout—how should we escalate this?","send_alert(module='colibri',severity='high',reason='communication_loss')"
Q-02035,Oxygen readings in Colibrí have dropped to 15.7% and are still falling. Should we escalate this to the emergency response team?,"send_alert(module='colibri',severity='high',reason='oxygen_leak')"
Q-02038,Where is Pilot Ana Valdivia currently located within Colibrí module?,"get_crew_status(module='colibri',info='location')"
Q-02039,Tucán CO2 sensors are reading 2.8% and climbing — crew reporting headaches. Should we escalate this to command?,"send_alert(module='tucan',severity='high',reason='oxygen_leak')"
Q-02041,Cóndor's CO2 sensors are reading 2.4% and climbing — Commander Reyes reports crew headaches. What emergency procedure should we initiate?,"send_alert(module='condor',severity='high',reason='oxygen_leak')"
Q-02042,Radiation sensors in Tucán are reading 11.0 mSv/hr—what emergency response should we initiate? Commander Reyes just reported the crew is sheltering in place.,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-02043,Oxygen readings in Vicuña just dropped to 14.6% and still falling — should we log an alert on this?,"send_alert(module='vicuna',severity='high',reason='oxygen_leak')"
Q-02044,We’ve got a live CO2 issue in Jaguar—readings just hit 1.8% and rising. Commander Reyes reports crew headaches. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02046,Cut all lighting in Cóndor to simulate a power outage during the emergency drill.,"control_system(module='condor',system='lighting',action='deactivate')"
Q-02047,Jaguar power bus showing 137.6 V fluctuation—what emergency procedure covers this voltage reading?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Q-02048,I need to log an alert — Colibrí's temperature is rising at 3.4 degrees per minute. What emergency procedure should we follow for this?,"send_alert(module='colibri',severity='critical',reason='abnormal_temperature')"
Q-02049,I need to log an alert — pressure sensors in Colibrí are showing 87.3 kPa and still declining. What emergency steps should we take for this situation?,"send_alert(module='colibri',severity='high',reason='pressure_drop')"
Q-02050,Tucán oxygen concentration has dropped to 15.2% over the past 30 minutes—what emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')"
Q-02051,Ana Valdivia just reported the Quetzal airlock equalization rate is at 0.9 kPa per minute and still rising — what emergency procedure do we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-02054,Jaguar power grid showing 98.3% consumption—what emergency steps do we take for this kind of grid stress?,"activate_protocol(protocol_id='MASA-SEC-006',scope='station_wide')"
Q-02056,What is Commander Reyes currently doing in Cóndor—need his real-time activity status for the next comms window.,"get_crew_status(module='condor',info='current_activity')"
Q-02057,Cóndor pressure just dropped to 79.7 kPa and is still falling—Commander Reyes reports a possible hull breach. What emergency steps do we initiate right now?,"send_alert(module='condor',severity='critical',reason='pressure_drop')"
Q-02060,Cóndor's power grid is at 97.4% capacity—what emergency procedure covers this kind of system stress? Commander Reyes is monitoring the situation closely.,"activate_protocol(protocol_id='MASA-SEC-006',scope='station_wide')"
Q-02061,Tucán oxygen concentration has dropped to 10.0% — Engineer Kozlov reports crew symptoms. What emergency procedure do we initiate immediately?,"send_alert(module='tucan',severity='critical',reason='oxygen_leak')"
Q-02062,Tucán power bus showing 136.8 V fluctuation—should we log an alert on this voltage spike?,"send_alert(module='tucan',severity='medium',reason='power_fluctuation')"
Q-02064,Check the current communications system status in Vicuña module.,"get_module_status(module='vicuna',system='communications')"
Q-02065,Can we schedule a routine sensor repair in Cóndor during the next maintenance window?,"schedule_maintenance(module='condor',task='sensor_repair',priority='routine')"
Q-02066,"We’ve got a rapid pressure drop in Quetzal, currently reading 75.1 kPa—what emergency procedure should we initiate for this?","send_alert(module='quetzal',severity='critical',reason='pressure_drop')"
Q-02067,Cóndor radiation sensors just spiked to 7.6 mSv/hr — Commander Reyes reports readings still climbing. What emergency procedure covers this scenario?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-02068,We’ve got a rapid pressure drop in Vicuña—just hit 83.1 kPa and still falling. Commander Reyes reports possible hull breach. What emergency procedure do we initiate here?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-02069,I need to log an alert — pressure sensors in Colibrí are showing 87.4 kPa and still declining. What emergency steps should we take for this situation?,"send_alert(module='colibri',severity='high',reason='pressure_drop')"
Q-02070,Radiation sensors in Colibrí are reading 9.7 mSv/hr—what emergency response should we initiate? Commander Reyes just reported the spike.,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-02071,Kai Nakamura just reported CO2 concentration in Quetzal is reading 2.0% and climbing—crew has headaches. What emergency steps do we take?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02072,Tucán pressure sensors are showing 85.3 kPa and still dropping—what emergency response should we initiate?,"send_alert(module='tucan',severity='high',reason='pressure_drop')"
Q-02073,Can we schedule a routine filter replacement in Tucán during the next maintenance window?,"schedule_maintenance(module='tucan',task='filter_replacement',priority='routine')"
Q-02074,Check the current health status of the crew members in Quetzal and confirm they're fit for the next experiment.,"get_crew_status(module='quetzal',info='health')"
Q-02075,"Oxygen concentration in Vicuña has dropped to 11.2%, and Commander Reyes reports crew discomfort. What emergency procedure should we initiate for this situation?","send_alert(module='vicuna',severity='critical',reason='oxygen_leak')"
Q-02076,Decrease ventilation in Colibrí—Valdivia reports temps are climbing but still within normal range.,"control_system(module='colibri',system='ventilation',action='decrease')"
Q-02077,Radiation sensors in Jaguar are showing 9.3 mSv/hr and still rising—should we flag this up to Commander Reyes immediately?,"send_alert(module='jaguar',severity='critical',reason='radiation_spike')"
Q-02078,Kai just reported Jaguar's temperature is rising at 4.2 degrees per minute—what emergency response should we initiate?,"send_alert(module='jaguar',severity='critical',reason='abnormal_temperature')"
Q-02080,Tucán oxygen concentration has dropped to 13.9% — what emergency procedure do we need to activate here?,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')"
Q-02081,Notify Fatima that her latest atmospheric sample results from Quetzal are ready for her review whenever she has a moment.,"send_message(recipient='specialist_2',priority='low')"
Q-02082,We’ve got a rapid pressure drop in Vicuña—sensors just hit 73.4 kPa. Commander Reyes confirms possible hull breach. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Q-02083,We've got an immediate debris threat at 408 km—calculate and execute an avoidance maneuver now.,"calculate_trajectory(maneuver='debris_avoidance',urgency='immediate')"
Q-02084,"Check the current power status in Tucán—Mendoza mentioned fluctuations during her last report, and we need to verify stability before the next shift.","get_module_status(module='tucan',system='power')"
Q-02085,Pull the last 24 hours of power telemetry from Cóndor for the shift log.,"get_telemetry(module='condor',metric='power',timeframe_hours=24)"
Q-02086,Ana Valdivia just reported oxygen concentration in Colibrí is down to 15.8% and still dropping—what emergency steps should we take for this?,"send_alert(module='colibri',severity='high',reason='oxygen_leak')"
Q-02087,I need to log an alert — pressure sensors in Jaguar are showing 89.6 kPa and still dropping.,"send_alert(module='jaguar',severity='high',reason='pressure_drop')"
Q-02088,Bump up the heating in Cóndor—Commander Reyes just reported the temperature is dropping below nominal.,"control_system(module='condor',system='heating',action='increase')"
Q-02089,We’ve got a pressure anomaly in Colibrí—readings are at 87.4 kPa and still declining. What emergency steps should we take for this situation?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Q-02090,We’ve got hull stress in Quetzal showing 94.1% and rising — should we log an alert?,"send_alert(module='quetzal',severity='high',reason='structural_damage')"
Q-02091,Pull the 24-hour radiation telemetry from Vicuña for review.,"get_telemetry(module='vicuna',metric='radiation',timeframe_hours=24)"
Q-02092,Vicuña hull stress sensors are reading 88.5% and climbing—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02093,"Commander, urgent message for you—life support in Jaguar is showing anomalies and needs immediate review.","send_message(recipient='commander',priority='urgent')"
Q-02094,"We’ve got a CO₂ concentration of 1.7% in Colibrí, and crew is reporting headaches. What emergency procedure should we initiate for this situation?","activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02095,What is Pilot Ana Valdivia currently working on in Colibrí? We need to confirm her activity before the next shift change.,"get_crew_status(module='colibri',info='current_activity')"
Q-02096,Check the current power status in Quetzal—Nakamura just flagged a voltage fluctuation during the last experiment run.,"get_module_status(module='quetzal',system='power')"
Q-02097,Cóndor oxygen concentration just dropped to 11.1%—Commander Reyes reports crew feeling lightheaded. What emergency procedure should we initiate immediately?,"send_alert(module='condor',severity='critical',reason='oxygen_leak')"
Q-02098,Give me the oxygen telemetry from Quetzal for the last hour.,"get_telemetry(module='quetzal',metric='oxygen',timeframe_hours=1)"
Q-02099,Cóndor CO2 concentration has hit 2.5% and is climbing—crew reporting headaches. Should we escalate this to command?,"send_alert(module='condor',severity='high',reason='oxygen_leak')"
Q-02101,Tucán temperature sensors showing a rapid rise of 2.7 degrees per minute—what emergency response should we initiate?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Q-02102,Pull the 24-hour radiation telemetry from Jaguar for the morning report.,"get_telemetry(module='jaguar',metric='radiation',timeframe_hours=24)"
Q-02104,Tucán airlock equalization rate is showing 1.4 kPa per minute and still increasing—what emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Q-02106,Cóndor radiation sensors are showing 4.5 mSv/hr and climbing—what emergency response should we initiate here? Commander Reyes just reported solar activity may be increasing.,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Q-02107,Radiation sensors in Tucán are reading 10.6 mSv/hr—what emergency response should we initiate? Commander Reyes just reported the spike.,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Q-02108,Jaguar hull stress sensors are reading 88.1%—what emergency procedure should we initiate? Engineer Kozlov just reported possible micrometeorite impact.,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02109,Cóndor's power grid is at 97.8% capacity with stress indicators active — should we flag this up the chain immediately?,"send_alert(module='condor',severity='critical',reason='power_fluctuation')"
Q-02110,"Kai just reported headaches in Jaguar, and CO2 sensors are reading 1.8%—should we escalate this to command?","send_alert(module='jaguar',severity='high',reason='oxygen_leak')"
Q-02111,Activate the cooling system in Tucán—temperature readings are above nominal and climbing.,"control_system(module='tucan',system='cooling',action='activate')"
Q-02112,Pull the humidity readings from Tucán for the last six hours.,"get_telemetry(module='tucan',metric='humidity',timeframe_hours=6)"
Q-02113,Can we get a structural integrity update for Colibrí before Valdivia’s next comms check?,"get_module_status(module='colibri',system='structural')"
Q-02114,Notify all crew that the station-wide communication check will begin in ten minutes—acknowledgments required.,"send_message(recipient='all_crew',priority='medium')"
Q-02115,Hull stress readings in Quetzal have hit 89.3% — Kai Nakamura reports possible micrometeorite impact. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02116,Pull the last hour of pressure telemetry from Tucán for the shift review.,"get_telemetry(module='tucan',metric='pressure',timeframe_hours=1)"
Q-02119,Hull stress sensors in Vicuña are reading 88.4% and rising—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Q-02120,"We’re seeing a rapid temperature rise in Colibrí, currently at 4.6 degrees per minute. What emergency procedure should we initiate for this scenario?","activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Q-02121,Cóndor's temperature is rising at 4.1 degrees per minute—should we flag this immediately or run diagnostics first? Commander Reyes is monitoring the readings now.,"send_alert(module='condor',severity='critical',reason='abnormal_temperature')"
Q-02123,Tucán power bus showing 130.7 V voltage fluctuation — should we log an alert?,"send_alert(module='tucan',severity='medium',reason='power_fluctuation')"
Q-02124,Nakamura just reported unusual structural stress readings in Quetzal—can we get a full diagnostic on the module's integrity?,"get_module_status(module='quetzal',system='structural')"
Q-02125,Can you pull the latest training module completion records for the crew before the next shift?,no_action
Q-02126,We’ve got a pressure differential anomaly at Vicuña docking port with sensors showing 6.0 kPa during active docking. What emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-013',scope='module_only')"
Q-02127,Radiation sensors in Quetzal just spiked to 6.0 mSv/hr—Nakamura confirms the reading. What emergency steps do we initiate right now?,"send_alert(module='quetzal',severity='critical',reason='radiation_spike')"
Q-02128,Can you pull up the overview of the scientific experiments currently running in Quetzal? I need to brief Commander Reyes before the next shift change.,no_action
Q-02129,Generate the planned reentry trajectory for Kuntur Station from its current 408 km LEO orbit.,"calculate_trajectory(maneuver='reentry',urgency='planned')"
Q-02131,Can we schedule a routine hull inspection for Vicuña during the next maintenance window?,"schedule_maintenance(module='vicuna',task='hull_inspection',priority='routine')"
Q-02132,Cóndor's oxygen concentration has dropped to 15.4% and is still falling—Commander Reyes just reported it. What emergency steps should we take for this situation?,"send_alert(module='condor',severity='high',reason='oxygen_leak')"
Q-02133,Tucán CO2 sensors are reading 2.8% and climbing — crew reporting headaches. What emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02134,"I need to log an alert — radiation sensors in Jaguar are reading 3.4 mSv/hr, and Commander Reyes just reported possible increased solar activity.","send_alert(module='jaguar',severity='high',reason='radiation_spike')"
Q-02135,Can you pull up the background details on Engineer Pavel Kozlov for the incoming crew briefing?,no_action
Q-02136,Cóndor's power grid is at 98.4% capacity—should we flag this as a critical system stress? Commander Reyes just reported fluctuating lights in the module.,"send_alert(module='condor',severity='critical',reason='power_fluctuation')"
Q-02137,Cóndor's power bus is showing voltage fluctuations with a reading of 134.5 V — what emergency steps should we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Q-02138,Cóndor's CO2 sensors are reading 3.0% and climbing — Commander Reyes reports crew headaches. What emergency procedure should we initiate?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Q-02139,Can you pull up the mission history for Kuntur Station's Cóndor-7 mission before the next shift change?,no_action
Q-02140,Can you confirm the standard crew rotation schedule for Kuntur Station during the Cóndor-7 mission?,no_action
Q-02141,Give me the radiation levels in Quetzal for the past hour.,"get_telemetry(module='quetzal',metric='radiation',timeframe_hours=1)"
Q-02142,"Can you pull up the training records for the current crew, specifically their emergency response drills from the last quarter?",no_action
